FMID,Marketname,,street,city,State,zip,Season1Start,Season1End,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
1008961,Adaptations' Fresh Feast,http://www.adaptationsaloha.com,79-7500 Mamalahoa Highway,Kealakekua,Hawaii,96750,January,December,Mon: 8:00 AM-4:00 PM;Tue: 8:00 AM-4:00 PM;Wed: 8:00 AM-4:00 PM;Thu: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;Sun: 12:00 PM-4:00 PM;,,,,,,,-155.923558,19.525757,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1005109,Added Value Farm Stand at Governors Island,,Gresham Rd,Brooklyn,New York,11231,,,,,,,,,,-74.0231,40.6875,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002464,Addison Farmers Market,,One Friendship Plaza,Addison,Illinois,60101,,,,,,,,,,-87.9934,41.9321,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005741,Adel Farmers Market,,Courthouse Square,Adel,Iowa,50830,,,,,,,,,,-94.0175,41.6144,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005272,Adelanto Stadium Farmers Market,,Hwy 395 & Rancho Drive,Victorville,California,92392,,,,,,,,,,-117.405,34.5593,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009370,Adrian Farmers Market,https://www.facebook.com/pages/Adrian-Farmers-Market/117334311628007,115 Toledo Street,Adrian,Michigan,49221,,,,,,,,,,-84.0351,41.9002,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008667,Afton Village Farmers Market,http://www.piedmont-farmersmarket.com,5401 Village Dr,Concord,North Carolina,28027,January,December,Thu: 4:00 PM-7:00 PM;,,,,,,,-80.670172,35.414038,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
1007586,Agh Wellness Committee Farmer's Market,,9733 Healthway Drive,Berlin,Maryland,21811,,,,,,,,,,-75.2113,38.3388,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003178,Agricenter International Farmers Market,http://www.agricenter.org,7777 Walnut Grove Road,Memphis,Tennessee,38120,May,October,Mon: 7:30 AM-5:30 PM;Tue: 7:30 AM-5:30 PM;Wed: 7:30 AM-5:30 PM;Thu: 7:30 AM-5:30 PM;Fri: 7:30 AM-5:30 PM;Sat: 7:00 AM-5:30 PM;,,,,,,,-89.801873,35.127315,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1003562,Agritopia Farm Stand,http://www.agritopia.com,3000 E. Ray Road (Higley & Ray),Gilbert,Arizona,85233,,,,,,,,,,-111.726,33.3219,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009915,Ahwatukee Farmers Market,http://arizonacommunityfarmersmarkets.com,4700 E. Warner Rd.,Phoenix,Arizona,85033,May,October,Sun: 9:00 AM-1:00 PM;,05/04/2014 to 09/28/2014,Sun: 8:30 AM-11:00 AM;,,,,,-111.983511,33.331116,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N
1000212,Aiken County Farmers Market,http://www.VisitAikenSC.com,897 Richland Avenue East,Aiken,South Carolina,29801,,,,,,,,,,-81.7084941,33.5568819,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008054,Airport Farmers and Flea Market,https://www.facebook.com/pages/Airport-Farmers-and-Flea-Market/212219902247327,17375 Spring Hill Dr,Brooksville,Florida,34604,January,December,Sat: 8:00 AM-3:00 PM;Sun: 8:00 AM-3:00 PM;,,,,,,,-82.441117,28.48114,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N
1007542,Akebono Farmers' Market,,Akebono Parking Lot,Pahoa,Hawaii,,,,,,,,,,,-154.951,19.4975,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001374,Akers of Strawberries,,1054 Melton Rd.,Baker,Florida,32531,,,,,,,,,,-86.7014,30.7979,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001801,Akron Farmers Market,,City Park,Akron,Iowa,51031,,,,,,,,,,-96.5573,42.8309,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005061,Akwesasne Farmers Market,,"469 State Route 37, across from Akwesasne Sports",Hogansburg,New York,,,,,,,,,,,-74.6677,44.9739,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008612,Alachua County Farmers' Market,http://www.441market.com,5920 NW 13th Street,Gainesville,Florida,32653,1/1/2013,12/31/13,Sun: 8:30 AM-1:00 PM;,,,,,,,-82.352515,29.710665,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1006312,Alamance County Farmers Market,,200 S. Main St.,Burlington,North Carolina,27215,,,,,,,,,,-79.4357,36.0943,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009019,Alameda Farmers' Market,http://www.pcfma.com,Haight and Webster St.,Alameda,California,,1/1/2013,12/31/13,Tue: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-122.276762,37.774248,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1004846,Alamo Farmers Market,,Buckhorn Ranch Road,Alamo,Nevada,89001,5/21/2013,,Tue: 10:00 AM-5:00 PM;Wed: 10:00 AM-5:00 PM;Thu: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;Sat: 10:00 AM-5:00 PM;Sun: -5:00 PM;,,,,,,,-115.1435,37.33075,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1004801,Alamogordo Alameda Park Farmers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,1987 White Sands Blvd,Alamogordo,New Mexico,,6/7/2014,11/15/14,Wed: 5:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-105.961024,32.914398,Y,Y,N,Y,Y,-,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1004789,Alamogordo Otero County Farmers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,401 Fairgrounds Rd,Alamogordo,New Mexico,,1/4/2014,12/20/14,Sat: 8:30 AM-12:00 PM;,,,,,,,-105.9606,32.92649,Y,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1004070,Alamosa Farmers Market,http://www.alamosafarmersmarket.org,Main and State Streets Municipal Parking Lot,Alamosa,Colorado,81101,7/5/2014,10/4/14,Sat: 8:00 AM-1:00 PM;,,,,,,,-105.864687,37.467893,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N
1004425,Albany Downtown Farmers Market,http://www.eastbaker.net,Corner of W. Broad Ave. & N. Jackson St.,Albany,Georgia,31702,May,December,Sat:8:00 AM - 2:00 PM;,,,,,,,-84.15366,31.57684,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1002175,Albany Farmers' Market,http://www.locallygrown.org,4th Avenue & Ellsworth Street,Albany,Oregon,97321,4/19/2014,11/22/14,Sat: 9:00 AM-1:00 PM;,,,,,,,-123.1061,44.6349,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y
1005063,Albert Lea Farmers Market,http://www.albertleafarmersmarket.com,147 N. Broadway Ave,Albert Lea,Minnesota,56007,5/15/2013,10/30/13,Wed: 4:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-93.369112,43.650982,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1003118,Alberta Farmers Market,,1500 NE Alberta Street,Portland,Oregon,97211,,,,,,,,,,-122.65,45.5591,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004886,Alberta Farmers Market,,21724 Highway 5,Alberta,Alabama,36720,,,,,,,,,,-87.4101,32.2319,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010559,Albion Farmer's Market,http://greateralbionchamber.org,211 Market Place,Albion,Michigan,49224,5/3/2014,10/25/14,Wed: 8:30 AM-1:00 PM;Sat: 8:30 AM-1:00 PM;,,,,,,,-84.751569,42.243544,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
1010407,Albuquerque Downtown Growers' Market,http://DowntownGrowers.com,800 Central Ave,Albuquerque ,New Mexico,87102,5/17/2014,11/8/14,Sat: 7:00 AM-12:00 PM;,,,,,,,-106.656893,35.085972,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
1004761,Albuquerque Northeast Farmers' Market,http://www.abqnemarket.org,6400 Wyoming Blvd,Albuquerque,New Mexico,,6/3/2014,9/30/14,Tue: 3:00 PM-6:00 PM;,,,,,,,-106.55762,35.1506,Y,Y,N,Y,Y,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1007016,Albuquerque VA Growers' Market,,1501 San Pedro Drive SE,Albuquerque,New Mexico,,,,,,,,,,,-106.578,35.0553,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002222,Alcona Farmers Market,http://www.alconalocalfoods.org,320 S. State Steet   (US23),Harrisville,Michigan,48740,June,September,Sat:10:00 am - 1:00 pm;,April to May,Sat:10:00 am - 1:00 pm;,October to November,Sat:10:00 am - 1:00 pm;,,,-83.2973,44.6547,Y,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1008252,Alderson Farmers Market ,http://www.aldersonmarket.org,Rt. 3  Main Street,Alderson ,West Virginia,24910,,,Sat: 8:00 AM-12:30 PM;,,,,,,,-80.642024,37.725954,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1003236,Aldrich Arena Farmers Market,http://www.stpaulfarmersmarket.com,1850 White Bear Ave.,Maplewood,Minnesota,55109,,,,,,,,,,-93.0877,44.9609,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007238,Alexander City Downtown Market,http://www.mainstreetac.org,Braod Street,Alexander City,Alabama,35010,,,,,,,,,,-85.9549,32.9442,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010597,Alexander County Farmers Market,,280 NC Hwy 16 South,Taylorsville ,North Carolina,28681,6/14/2014,9/13/14,Sat: 8:00 AM-12:00 PM;,,,,,,,-81.178122,35.919748,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1000519,Alexandria Bay Farmers Market,http://www.visitalexbay.org,Route 12,Alexandria Bay,New York,13607,5/23/2014,9/19/14,Fri: 9:00 AM-3:00 PM;,,,,,,,-75.9157,44.3314,Y,Y,N,N,N,-,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
1002159,Alexandria Farmers Market,http://www.alexandriava.gov/market/farmersmarket.html,"301 King St., Market Square",Alexandria,Virginia,22314,,,,,,,,,,-77.043,38.8048,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007366,Alexandria Farmers' Market,http://www.mfma.org/alexandria,2nd and Broadway,Alexandria,Minnesota,56308,5/10/2014,10/25/14,Sat: 9:00 AM-12:00 PM;,06/01/2014 to 10/28/2014,Tue: 9:00 AM-12:00 PM;,06/01/2014 to 10/30/2014,Thu: 3:00 PM-6:00 PM;,,,-95.376059,45.89074,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1008414,Alfred Farmers Market,http://alfredfarmersmarket.com/,Viliage bandstand on Main,alfred,New York,14802,7/7/2013,11/17/13,Sun: 11:00 AM-3:00 PM;,,,,,,,-77.790122,42.253728,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1007217,Algoma Farm Market,,SECOND ST. & CLARK STREET,Algoma,Wisconsin,,,,,,,,,,,-87.4363,44.6077,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001300,Algonquin Farmers Market,,Washington St & S Harrison St.,Algonquin,Illinois,60102,,,,,,,,,,-88.293,42.165,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007528,Alii Garden Market Place,,75-6129 Alii Drive,Kailua-Kona,Hawaii,96740,,,,,,,,,,-155.982,19.6144,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008835,Alisal Certified Farmers' Market,http://www.everyonesharvest.org,632 East Alisal Street,Salinas,California,93905,6/3/2014,9/30/14,Tue: 11:00 AM-4:00 PM;,,,,,,,-121.634178,36.673319,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1005548,All Locally Grown Produce,http://www.teenaspridecsa.com,20025 SW 270 Street,Homestead,Florida,33031,11/1/2014,5/1/15,Sun: 1:00 AM-4:00 AM;,,,,,,,-80.508789,25.51147,Y,N,N,N,N,-,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1010096,All Saints' Farmers Market,https://www.facebook.com/allsaintsfarmersmarket,1508 S. White Station,Memphis,Tennessee,38117,5/4/2014,10/26/14,Sun: 12:00 PM-4:00 PM;,,,,,,,-89.890478,35.090458,Y,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
1000268,All-Local Farmers Market,http://www.stateplate.org,711 Whaley St,Columbia,South Carolina,29205,,,,,,,,,,-81.0358,33.9847,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000168,All-Local Farmers Market 2,http://www.localharvest.org,Rosewood market on Rosewood Drive at Maple Street,Columbia,South Carolina,,,,,,,,,,,-81.0044,33.9874,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001962,Allamakee Farmers Market,,1013 Rossville Road,Waukon,Iowa,52172,,,Mon: 3:30 AM-6:00 AM;,,,,,,,-91.4742,43.2569,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
1002717,Allegan Farmers Market,,Water & Cutler,Allegan,Michigan,49010,,,,,,,,,,-85.8584,42.5287,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008262,Alleghany Farmers Market,http://www.alleghanyfarmersmarket.com,HWY 18 N,Sparta,North Carolina,28675,5/11/2013,10/12/13,Sat: 9:00 AM-1:00 PM;,,,,,,,-81.122593,36.503003,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1002836,Allen County Farmers' Market,,4-20 S. Washington St.,Iola,Kansas,66749,April,October,Thu:5:30 PM - 7:00 PM;,,,,,,,-95.4055011,37.922165,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1008454,Allen Street Farmers Market,http://www.allenmarketplace.org/farmers-market/,1619 E. Kalamazoo,Lansing,Michigan,48912,1/1/2014,12/31/14,Wed: 2:30 PM-7:00 PM;,,,,,,,-84.527155,42.730056,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y
1007413,Allendale County Farmers Market,,Corner of Bay Street & US Highway 301,Allendale,South Carolina,29810,,,,,,,,,,-81.3191,33.0044,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007716,Allentown Farigrounds Farmers Market,http://www.fairgroundsfarmersmkt.com,1825 Chew Street,Allentown,Pennsylvania,18104,,,,,,,,,,-75.4942,40.6008,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007083,Allentown Turnpike Plaza Farmers Market,,Route 9,Allentown,Pennsylvania,18104,,,,,,,,,,-79.7254,40.6218,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002964,Alliance Farmers Market,,3rd & Box Butte Ave.,Alliance,Nebraska,69301,,,,,,,,,,-102.871,42.0971,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005675,Alliance Farmers' Market,http://www.alliancefarmersmarket.com,Corner of E. Main St. and Mechanic Ave.,Alliance,Ohio,44601,6/15/2013,10/12/13,Sat: 9:00 AM-12:00 PM;,,,,,,,-81.1024,40.9216,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
1006739,Alliance for the Arts Greenmarket,http://www.artinlee.org,10091 McGregor Boulevard,Ft. Myers,Florida,33919,,,Sat: 9:00 AM-1:00 PM;,,,,,,,-81.89128,26.59521,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1002683,Allston Farmers' Market,http://www.dining.harvard.edu/flp/ag_market.html,175 North Harvard Street,Allston,Massachusetts,02134,6/1/2012,10/31/12,,,,,,,,-71.1299,42.3629,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005134,Allston Village Farmers Market,http://www.allstonbrightoncdc.org/,500 Cambridge St.,Boston,Massachusetts,02134,5/18/2013,10/26/13,Sat: 11:00 AM-3:00 PM;,,,,,,,-71.1378418,42.353384,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1006816,Alma Farmers Market,,"City Auditorium on Main Street, Downtown",Alma,Nebraska,68920,,,,,,,,,,-99.3625,40.1008,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002250,Alma Farmers' Market,,Pine & Downie Streets,Alma,Michigan,48801,5/4/2013,10/31/13,Wed: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-84.656984,43.3802699,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1007836,Almont Farmers' Market,http://www.almontfarmersmarket.com,Van Dyke at School Street (northwest corner),Almont,Michigan,,,,,,,,,,,-83.0475,42.9216,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006235,Aloha Farmers Market,http://www.alohafarmersmarket.com,18631 SW Tualatin Valley Hw,Aloha,Oregon,97007,,,,,,,,,,-122.87,45.4941,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010476,Alpena Farmers' Market,http://alpenafarmersmarket.org,208 N 1st Ave.,Alpena ,Michigan,49707,1/1/2014,12/31/14,Wed: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-83.430998,45.061878,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y
1005447,Alpha Nursery Farmers' Market,http://www.alpha-nursery.com,"12 Alpha Lane,",Cascade,Idaho,83611,6/19/2013,9/28/13,Wed: 10:00 AM-5:00 PM;,,,,,,,-115.998,44.4251,Y,N,N,N,N,-,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N
1009792,Alsip Farmers Market,http://www.alsipparks.org,12521 S. Kostner Avenue,Alsip,Illinois,60803,6/10/2014,10/14/14,Tue: 3:00 PM-7:00 PM;,,,,,,,-87.727804,41.664913,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
1009998,Altadena Farmers' Market,http://www.altadenafarmersmarket.com,600 W. Palm Street,Altadena,California,91001,1/8/2014,3/5/14,Wed: 3:00 PM-7:00 PM;,03/12/2014 to 11/05/2014,Wed: 4:00 PM-8:00 PM;,11/12/2014 to 12/31/2014,Wed: 3:00 PM-7:00 PM;,,,-118.1581301,34.2003788,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N
1004383,Altamont Farmer's Market,,Main Street & Maple Avenue,Altamont,New York,12009,7/1/2011,09/31/2011,Mon: 11:00 AM-6:00 PM;Tue: 11:00 AM-6:00 PM;Thu: 11:00 AM-6:00 PM;Fri: 11:00 AM-6:00 PM;Sat: 10:00 AM-2:00 PM;Sun: 10:00 AM-2:00 PM;,,,,,,,-74.0325,42.7013,Y,Y,N,Y,N,-,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1000357,Altavista Farmers Market,http://www.ci.altavista.va.us,Trade Lot,Altavista,Virginia,24517,,,,,,,,,,-79.2838,37.1185,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006749,Alton Farmers' and Artisans' Market,http://www.DowntownAlton.com,551 Landmarks Blvd.,Alton,Illinois,62002,6/7/2014,10/18/14,Wed: 4:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-90.1780932,38.8887926,Y,N,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
1004154,Altoona Farmers Market,,Heritage Plaza,Altoona,Pennsylvania,16601,,,,,,,,,,-78.2462,40.6787,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001100,Altus Farmers Market,,1116 North Main ST,Altus,Oklahoma,73521,June,October,Tue:5:00 pm - 8:00 pm;Fri:5:00 pm - 8:00 pm;,,,,,,,-99.3336,34.6491,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1006578,Alum Rock Village Farmers' Market,http://www.pcfma.com/market_home.php?market_id=43,57 N White Rd.,San Jose,California,95127,January,December,sun:8:00 AM - 1:00 PM;,,,,,,,-121.829184,37.365612,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
1001733,Alva Farmers Market,,102 North 2d,Alva,Oklahoma,73717,,,,,,,,,,-98.6602,36.8083,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
